,# MNO,JLG,JLA,WLG,WLA,FRQ,BVL,MMN,ANO,DEP,STR,DIP
215,216,140.404,44.598,140.4,44.6,0.00039919,0.9,5.0,1,3.0,0.0,90.0
216,217,140.504,44.598,140.5,44.6,0.00039975,0.9,5.0,1,3.0,0.0,90.0
217,218,140.604,44.598,140.6,44.6,0.000400949,0.9,5.0,1,3.0,0.0,90.0
218,219,140.704,44.598,140.7,44.6,0.000403212,0.9,5.0,1,3.0,0.0,90.0
219,220,140.804,44.598,140.8,44.6,0.000406694,0.9,5.0,1,3.0,0.0,90.0
220,221,139.104,44.498,139.1,44.5,0.000553665,0.9,5.0,1,3.0,0.0,90.0
221,222,139.204,44.498,139.2,44.5,0.000532377,0.9,5.0,1,3.0,0.0,90.0
222,223,139.304,44.498,139.3,44.5,0.000503511,0.9,5.0,1,3.0,0.0,90.0
223,224,139.404,44.498,139.4,44.5,0.000471639,0.9,5.0,1,3.0,0.0,90.0
224,225,139.504,44.498,139.5,44.5,0.000442735,0.9,5.0,1,3.0,0.0,90.0
225,226,139.604,44.498,139.6,44.5,0.00042122,0.9,5.0,1,3.0,0.0,90.0
226,227,139.704,44.498,139.7,44.5,0.000408006,0.9,5.0,1,3.0,0.0,90.0
227,228,139.804,44.498,139.8,44.5,0.000401267,0.9,5.0,1,3.0,0.0,90.0
228,229,139.904,44.498,139.9,44.5,0.000398543,0.9,5.0,1,3.0,0.0,90.0
229,230,140.004,44.498,140.0,44.5,0.000397965,0.9,5.0,1,3.0,0.0,90.0
230,231,140.104,44.498,140.1,44.5,0.000398351,0.9,5.0,1,3.0,0.0,90.0
231,232,140.204,44.498,140.2,44.5,0.000399057,0.9,5.0,1,3.0,0.0,90.0
232,233,140.304,44.498,140.3,44.5,0.00039984,0.9,5.0,1,3.0,0.0,90.0
233,234,140.404,44.498,140.4,44.5,0.000400975,0.9,5.0,1,3.0,0.0,90.0
234,235,140.504,44.498,140.5,44.5,0.000403249,0.9,5.0,1,3.0,0.0,90.0
