Code,Name,ProcessType,Process,MagnitudeType,Magnitude,ShapeType,Shape
F019101,Ube-Nanpou-oki fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((131.28 33.893, 131.3128580364981 33.73343640317948, 131.3098759642741 33.73301328385615, 131.277017927776 33.89257688067666, 131.28 33.893)))"
F005102,Inadani fault zone (Southeastern part),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((137.829 35.517, 137.7005147131509 35.22967080188965, 137.6070707772935 35.25735355129935, 137.7355560641426 35.5446827494097, 137.829 35.517)))"
F005101,Inadani fault zone (Main part),BrownianPTProcess,"BPT(mu=5200.0,t0=717.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((137.858 35.637, 137.6259581211623 35.35741072458107, 137.5694810901917 35.38837071861799, 137.8015229690294 35.66795999403693, 137.858 35.637)), ((137.858 35.637, 137.937742855096 36.00454843933346, 137.8706541973461 36.01416255730907, 137.7909113422501 35.64661411797561, 137.858 35.637)))"
F001701,Shinjo-bonchi fault zone (Eastern part),BrownianPTProcess,"BPT(mu=4000.0,t0=6200.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((140.346 38.62, 140.4386699540686 38.82333102911401, 140.5985566367071 38.77884927753207, 140.5058866826385 38.57551824841806, 140.346 38.62)))"
F001702,Shinjo-bonchi fault zone (Western part),PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.182 38.831, 140.2001112700019 38.66973810517479, 140.0537311412155 38.65976182717034, 140.0356198712135 38.82102372199554, 140.182 38.831)))"
F01482B,Fukaya/Ayasegawa fault zone (Kounosu-Ina segment/Ina-Kawaguchi segment),MultiSegmentProcess,"MULTI(F014821,F014822)",CharacteristicMag,CHAR(mag=7.0),MultiPlaneShape,"MULTIPOLYGON (((139.444 36.057, 139.614184629254 35.94114514057456, 139.5220675308895 35.85270909160514, 139.3518829016355 35.96856395103059, 139.444 36.057)), ((139.607 35.946, 139.7480202777729 35.807012800347, 139.6376659250509 35.73362871319696, 139.4966456472779 35.87261591284995, 139.607 35.946)))"
F01482C,Fukaya/Ayasegawa fault zone (All segment),MultiSegmentProcess,"MULTI(F014721,F014821,F014822)",CharacteristicMag,CHAR(mag=7.5),MultiPlaneShape,"MULTIPOLYGON (((138.821 36.366, 139.5021878846738 36.02191327878111, 139.4487743403593 35.95334812457394, 138.7675864556854 36.29743484579283, 138.821 36.366)), ((139.444 36.057, 139.614184629254 35.94114514057456, 139.5220675308895 35.85270909160514, 139.3518829016355 35.96856395103059, 139.444 36.057)), ((139.607 35.946, 139.7480202777729 35.807012800347, 139.6376659250509 35.73362871319696, 139.4966456472779 35.87261591284995, 139.607 35.946)))"
F01482A,Fukaya/Ayasegawa fault zone (Fukaya fault zone/Kounosu-Ina segment),MultiSegmentProcess,"MULTI(F014721,F014821)",CharacteristicMag,CHAR(mag=7.4),MultiPlaneShape,"MULTIPOLYGON (((138.821 36.366, 139.5021878846738 36.02191327878111, 139.4487743403593 35.95334812457394, 138.7675864556854 36.29743484579283, 138.821 36.366)), ((139.444 36.057, 139.614184629254 35.94114514057456, 139.5220675308895 35.85270909160514, 139.3518829016355 35.96856395103059, 139.444 36.057)))"
F007401,Yamada fault zone (Main part),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((134.928 35.469, 135.2568464493793 35.68127241532365, 135.2587617351317 35.67930436341305, 134.9299152857525 35.4670319480894, 134.928 35.469)))"
F007402,Gomura fault zone,BrownianPTProcess,"BPT(mu=10000.0,t0=90.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((135.094 35.567, 134.9098299049476 35.87415586394103, 134.9126046880565 35.87525672444321, 135.0967747831089 35.56810086050218, 135.094 35.567)))"
F013301,Hitoyoshi-bonchi-nanen fault zone,BrownianPTProcess,"BPT(mu=8000.0,t0=7300.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((131.003 32.28, 130.7864983220843 32.16562371750781, 130.7357663483969 32.23426383532366, 130.9522680263126 32.34864011781585, 131.003 32.28)))"
G030032,Futaba fault nambu C-class zan,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=7.01),MultiPlaneShape,"MULTIPOLYGON (((140.9 37.658, 140.992617132402 37.23351086401415, 140.9896866802171 37.23311013997279, 140.8970695478151 37.65759927595864, 140.9 37.658)))"
G030033,Osaka-Ashizawa fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.976 37.265, 140.930371487399 37.1304180884847, 140.9275153709269 37.13103139397005, 140.9731438835279 37.26561330548535, 140.976 37.265)))"
G030031,Kotaru-gawa fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((140.071 37.924, 139.9801655663559 37.87746846309651, 139.9790818900242 37.87878478390901, 140.0699163236683 37.92531632081251, 140.071 37.924)))"
G030036,Yunotake fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((140.69 37.062, 140.800509053804 37.00296593737692, 140.7991960525299 37.00140082870099, 140.6886869987259 37.06043489132407, 140.69 37.062)))"
G030037,Idosawa fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((140.714 37.04, 140.7281124165077 36.87040190483688, 140.7251694334172 36.87024587626424, 140.7110570169095 37.03984397142736, 140.714 37.04)))"
G030034,Futatsuya fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((140.842 37.175, 140.9339157974315 37.12597171070286, 140.9328199953224 37.12466745347292, 140.8409041978909 37.17369574277006, 140.842 37.175)))"
G030035,Sangunmori fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.46),MultiPlaneShape,"MULTIPOLYGON (((140.861 37.464, 140.8699948124718 37.30047925151377, 140.8670315222202 37.30037655843687, 140.8580367097483 37.4638973069231, 140.861 37.464)))"
F015223,Miura-hanto fault group (Southern part),BrownianPTProcess,"BPT(mu=22000.0,t0=26000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.54)",MultiPlaneShape,"MULTIPOLYGON (((139.75 35.117, 139.5595700359714 35.20693216059187, 139.5607213166782 35.20856326673543, 139.7511512807069 35.11863110614355, 139.75 35.117)))"
F015222,Miura-hanto fault group (Main part/Takeyama fault zone),BrownianPTProcess,"BPT(mu=1600.0,t0=2300.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((139.758 35.181, 139.5674202058448 35.27093216059187, 139.6374436934896 35.37006171780413, 139.8280234876447 35.28012955721226, 139.758 35.181)))"
F015221,Miura-hanto fault group (Main part/Kinugasa/Kitatake fault zone),BrownianPTProcess,"BPT(mu=1900.0,t0=1517.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((139.788 35.198, 139.5211324586173 35.32390502482863, 139.5911705984707 35.42303458204088, 139.8580381398535 35.29712955721226, 139.788 35.198)))"
G030039,Tanagura fracture zone seien fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((140.45 36.89, 140.5100086084067 36.72039268748781, 140.5071761639661 36.71975165839418, 140.4471675555595 36.88935897090637, 140.45 36.89)))"
G030139,Kamine fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((132.621 34.634, 132.515985699831 34.52691669564647, 132.5137588814388 34.52839510839969, 132.6187731816077 34.63547841275323, 132.621 34.634)))"
G030138,Miyoshi fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((132.969 34.859, 132.9232190420213 34.81074445508627, 132.9215587778376 34.8118050098107, 132.9673397358163 34.86006055472443, 132.969 34.859)), ((132.923 34.81, 132.8748176126439 34.81089774120756, 132.8748653192911 34.81262378270647, 132.9230477066473 34.81172604149891, 132.923 34.81)))"
G030024,Kisakata fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((139.941 39.238, 139.9571187217605 39.14803055732313, 139.9551114985923 39.14781483362489, 139.9389927768317 39.23778427630177, 139.941 39.238)))"
F003901,Tokamachi fault zone (Western part),BrownianPTProcess,"BPT(mu=3300.0,t0=3100.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((138.725 37.267, 138.530571772743 37.00326975943978, 138.4065138805737 37.06119289050795, 138.6009421078306 37.32492313106818, 138.725 37.267)))"
G030136,Mitsugi fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((133.21 34.55, 133.119531708883 34.49199380497226, 133.1183611071192 34.49323229818209, 133.2088293982362 34.55123849320983, 133.21 34.55)))"
G030135,Fukuyama fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((133.451 34.535, 133.347800482726 34.49187026320873, 133.3468522619769 34.49340993905165, 133.4500517792509 34.53653967584292, 133.451 34.535)))"
F003902,Tokamachi fault zone (Eastern part),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((138.698 37.046, 138.7896589064166 37.21031423360938, 138.9352304664306 37.1585841327577, 138.843571560014 36.99426989914831, 138.698 37.046)))"
F014822,Ayasegawa fault (Ina-Kawaguchi segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((139.607 35.946, 139.7480202777729 35.807012800347, 139.6376659250509 35.73362871319696, 139.4966456472779 35.87261591284995, 139.607 35.946)))"
F014821,Ayasegawa fault (Kounosu-Ina segment),BrownianPTProcess,"BPT(mu=45000.0,t0=15000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((139.444 36.057, 139.614184629254 35.94114514057456, 139.5220675308895 35.85270909160514, 139.3518829016355 35.96856395103059, 139.444 36.057)))"
F000302,Furano fault zone (Eastern part),BrownianPTProcess,"BPT(mu=9000.0,t0=4300.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((142.416 43.133, 142.499476768477 43.37733021501578, 142.6378259329615 43.35215749148849, 142.5543491644845 43.10782727647272, 142.416 43.133)))"
F002201,Nagai-bonchi-seien fault zone,BrownianPTProcess,"BPT(mu=5000.0,t0=2400.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((140.13 38.323, 140.0577788049891 37.84068289531308, 139.9128714755578 37.85403760576123, 139.9850926705686 38.33635471044815, 140.13 38.323)))"
F013603,Ichiki fault zone (Fukiagehama seiho-Oki segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((130.31 31.646, 130.1370878804754 31.48814667549566, 130.1130920490259 31.50719583570173, 130.2860041685506 31.66504916020607, 130.31 31.646)))"
F013602,Ichiki fault zone (Koshiki-kaikyo center segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((129.922 31.451, 130.1533437384974 31.77305504318865, 130.181260601832 31.75846093351102, 129.9499168633346 31.43640589032237, 129.922 31.451)))"
F013601,Ichiki fault zone (Ichiki segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((130.112 31.726, 130.4291873433889 31.72411648053325, 130.4286706450689 31.66116550222726, 130.11148330168 31.66304902169401, 130.112 31.726)))"
G030044,Kokuzoyama-toho fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((139.552 38.336, 139.489633032721 38.24590132925425, 139.4876986901856 38.24672513711649, 139.5500656574645 38.33682380786224, 139.552 38.336)))"
G030043,Hinoemata-nishi fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((139.42 37.14, 139.3521658056803 37.0173963933216, 139.3494635985162 37.01834645958007, 139.4172977928359 37.14095006625846, 139.42 37.14)))"
G030042,Shirakawa-seho fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.46),MultiPlaneShape,"MULTIPOLYGON (((140.15 37.283, 140.086077506446 37.12458995111319, 140.0832601891549 37.12530964924186, 140.1471826827089 37.28371969812866, 140.15 37.283)))"
G030041,Kawageta-yama fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.141 37.599, 140.1458826751497 37.4686557621009, 140.1429124959779 37.46858591889426, 140.1380298208282 37.59893015679336, 140.141 37.599)))"
G030040,Adatara-yama-toroku fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((140.356 37.658, 140.331107813505 37.52454890252432, 140.3281658690837 37.52489282564181, 140.3530580555787 37.65834392311749, 140.356 37.658)))"
F007101,Nunobiki-sanchi-toen fault zone (Western part),BrownianPTProcess,"BPT(mu=17000.0,t0=28000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((136.402 34.912, 136.4357947531861 34.60748907873128, 136.3230337961389 34.59907390322961, 136.2892390429529 34.90358482449834, 136.402 34.912)))"
F01622D,Itoigawa-Shizuoka-kozosen fault zone (Northern segment/Central northern segment/Central southern segment),MultiSegmentProcess,"MULTI(F016221,F016222,F016223)",CharacteristicMag,CHAR(mag=7.4),MultiPlaneShape,"MULTIPOLYGON (((137.957 36.355, 137.8927501856178 36.53195059549243, 137.9298781276424 36.54069432174889, 137.9941279420246 36.36374372625647, 137.957 36.355)), ((137.994 36.364, 137.9313100052282 36.53663472730968, 138.0063440772724 36.5543034017873, 138.0690340720442 36.38166867447762, 137.994 36.364)), ((137.893 36.533, 137.8981169823595 36.65073936301788, 137.9368649958406 36.64965212453909, 137.9317480134811 36.53191276152121, 137.893 36.533)), ((137.932 36.537, 137.9366875545468 36.64485285161943, 138.0149907207926 36.64265584062002, 138.0103031662458 36.53480298900058, 137.932 36.537)), ((137.898 36.651, 137.9579108915344 36.79138777569911, 137.9946482969191 36.7812966421788, 137.9347374053847 36.64090886647969, 137.898 36.651)), ((137.937 36.645, 137.9950908839805 36.78113360067792, 138.0693213286272 36.76074218538759, 138.0112304446467 36.62460858470967, 137.937 36.645)), ((138.162 35.983, 138.0906437386636 36.02283258359954, 138.1122284490136 36.04815111451082, 138.18358471035 36.00831853091128, 138.162 35.983)), ((138.091 36.023, 138.059634669739 36.068576529852, 138.092865096992 36.08353553036903, 138.124230427253 36.03795900051704, 138.091 36.023)), ((138.059 36.069, 137.9250635911668 36.35400032677863, 137.9606367213532 36.36492292350528, 138.0945731301864 36.07992259672665, 138.059 36.069)), ((138.049 36.079, 138.1060072417969 36.05652851130803, 138.0826502629131 36.01782459297861, 138.0256430211161 36.04029608167058, 138.049 36.079)), ((138.106 36.056, 138.130060490099 36.00857251788423, 138.0807785367682 35.99223235601013, 138.0567180466692 36.0396598381259, 138.106 36.056)), ((138.131 36.007, 138.298186850443 35.83878988715785, 138.2567006753532 35.81180703959693, 138.0895138249102 35.98001715243908, 138.131 36.007)))"
F007102,Nunobiki-sanchi-toen fault zone (Eastern part),BrownianPTProcess,"BPT(mu=25000.0,t0=11000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((136.599 34.879, 136.4424063638423 34.44807990167192, 136.308691165458 34.48078120724308, 136.4652848016157 34.91170130557116, 136.599 34.879)))"
F01622B,Itoigawa-Shizuoka-kozosen fault zone (Central northern segment/Central southern segment),MultiSegmentProcess,"MULTI(F016222,F016223)",CharacteristicMag,CHAR(mag=7.1),MultiPlaneShape,"MULTIPOLYGON (((138.162 35.983, 138.0906437386636 36.02283258359954, 138.1122284490136 36.04815111451082, 138.18358471035 36.00831853091128, 138.162 35.983)), ((138.091 36.023, 138.059634669739 36.068576529852, 138.092865096992 36.08353553036903, 138.124230427253 36.03795900051704, 138.091 36.023)), ((138.059 36.069, 137.9250635911668 36.35400032677863, 137.9606367213532 36.36492292350528, 138.0945731301864 36.07992259672665, 138.059 36.069)), ((138.049 36.079, 138.1060072417969 36.05652851130803, 138.0826502629131 36.01782459297861, 138.0256430211161 36.04029608167058, 138.049 36.079)), ((138.106 36.056, 138.130060490099 36.00857251788423, 138.0807785367682 35.99223235601013, 138.0567180466692 36.0396598381259, 138.106 36.056)), ((138.131 36.007, 138.298186850443 35.83878988715785, 138.2567006753532 35.81180703959693, 138.0895138249102 35.98001715243908, 138.131 36.007)))"
F01622C,Itoigawa-Shizuoka-kozosen fault zone (Central southern segment/Southern segment),MultiSegmentProcess,"MULTI(F016223,F016224)",CharacteristicMag,CHAR(mag=7.3),MultiPlaneShape,"MULTIPOLYGON (((138.049 36.079, 138.1060072417969 36.05652851130803, 138.0826502629131 36.01782459297861, 138.0256430211161 36.04029608167058, 138.049 36.079)), ((138.106 36.056, 138.130060490099 36.00857251788423, 138.0807785367682 35.99223235601013, 138.0567180466692 36.0396598381259, 138.106 36.056)), ((138.131 36.007, 138.298186850443 35.83878988715785, 138.2567006753532 35.81180703959693, 138.0895138249102 35.98001715243908, 138.131 36.007)), ((138.26 35.828, 138.3431804683158 35.75440151232122, 138.2159609919625 35.65988535503307, 138.1327805236466 35.73348384271185, 138.26 35.828)), ((138.343 35.755, 138.4150885280564 35.55098191474454, 138.2493721625012 35.51241980507626, 138.1772836344448 35.71643789033173, 138.343 35.755)), ((138.415 35.551, 138.3470100169635 35.43291234994349, 138.1912930302576 35.49225853185938, 138.2592830132941 35.61034618191589, 138.415 35.551)))"
G030049,Jorakuji fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((138.743 37.537, 138.6795484956385 37.45392126350996, 138.6776861303548 37.45481562982724, 138.7411376347163 37.53789436631728, 138.743 37.537)))"
F01622A,Itoigawa-Shizuoka-kozosen fault zone (Northern segment/Central northern segment),MultiSegmentProcess,"MULTI(F016221,F016222)",CharacteristicMag,CHAR(mag=7.2),MultiPlaneShape,"MULTIPOLYGON (((137.957 36.355, 137.8927501856178 36.53195059549243, 137.9298781276424 36.54069432174889, 137.9941279420246 36.36374372625647, 137.957 36.355)), ((137.994 36.364, 137.9313100052282 36.53663472730968, 138.0063440772724 36.5543034017873, 138.0690340720442 36.38166867447762, 137.994 36.364)), ((137.893 36.533, 137.8981169823595 36.65073936301788, 137.9368649958406 36.64965212453909, 137.9317480134811 36.53191276152121, 137.893 36.533)), ((137.932 36.537, 137.9366875545468 36.64485285161943, 138.0149907207926 36.64265584062002, 138.0103031662458 36.53480298900058, 137.932 36.537)), ((137.898 36.651, 137.9579108915344 36.79138777569911, 137.9946482969191 36.7812966421788, 137.9347374053847 36.64090886647969, 137.898 36.651)), ((137.937 36.645, 137.9950908839805 36.78113360067792, 138.0693213286272 36.76074218538759, 138.0112304446467 36.62460858470967, 137.937 36.645)), ((138.162 35.983, 138.0906437386636 36.02283258359954, 138.1122284490136 36.04815111451082, 138.18358471035 36.00831853091128, 138.162 35.983)), ((138.091 36.023, 138.059634669739 36.068576529852, 138.092865096992 36.08353553036903, 138.124230427253 36.03795900051704, 138.091 36.023)), ((138.059 36.069, 137.9250635911668 36.35400032677863, 137.9606367213532 36.36492292350528, 138.0945731301864 36.07992259672665, 138.059 36.069)))"
F017201,Amedaki-Kamato fault,BrownianPTProcess,"BPT(mu=20000.0,t0=7600.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((134.415 35.427, 134.2667224866269 35.54782411714241, 134.3067597732394 35.58044855019156, 134.4550372866125 35.45962443304914, 134.415 35.427)))"
F001301,Kitakami-teichi-seien fault zone,BrownianPTProcess,"BPT(mu=16000.0,t0=4500.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((141.052 39.636, 141.0167934550763 39.06107312224847, 140.8447977171504 39.06731956026614, 140.8800042620742 39.64224643801767, 141.052 39.636)))"
F018701,Suonada fault zone (Main part segment),BrownianPTProcess,"BPT(mu=5800.0,t0=11000.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((131.637 34.019, 131.3695627030164 33.66971172089313, 131.3131632284235 33.69937803867794, 131.5806005254071 34.04866631778481, 131.637 34.019)))"
F016224,Itoigawa-Shizuoka-kozosen fault zone (Southern segment),BrownianPTProcess,"BPT(mu=4600.0,t0=2500.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((138.26 35.828, 138.3431804683158 35.75440151232122, 138.2159609919625 35.65988535503307, 138.1327805236466 35.73348384271185, 138.26 35.828)), ((138.343 35.755, 138.4150885280564 35.55098191474454, 138.2493721625012 35.51241980507626, 138.1772836344448 35.71643789033173, 138.343 35.755)), ((138.415 35.551, 138.3470100169635 35.43291234994349, 138.1912930302576 35.49225853185938, 138.2592830132941 35.61034618191589, 138.415 35.551)))"
F002501,Kushigata-sanmyaku fault zone,BrownianPTProcess,"BPT(mu=2800.0,t0=3200.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((139.438 38.149, 139.3467956071653 38.00387866907378, 139.2163074894491 38.05459479214358, 139.3075118822838 38.19971612306981, 139.438 38.149)))"
F014721,Fukaya fault zone,BrownianPTProcess,"BPT(mu=10000.0,t0=6200.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((138.821 36.366, 139.5021878846738 36.02191327878111, 139.4487743403593 35.95334812457394, 138.7675864556854 36.29743484579283, 138.821 36.366)))"
F016223,Itoigawa-Shizuoka-kozosen fault zone (Central southern segment),BrownianPTProcess,"BPT(mu=1300.0,t0=1317.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((138.049 36.079, 138.1060072417969 36.05652851130803, 138.0826502629131 36.01782459297861, 138.0256430211161 36.04029608167058, 138.049 36.079)), ((138.106 36.056, 138.130060490099 36.00857251788423, 138.0807785367682 35.99223235601013, 138.0567180466692 36.0396598381259, 138.106 36.056)), ((138.131 36.007, 138.298186850443 35.83878988715785, 138.2567006753532 35.81180703959693, 138.0895138249102 35.98001715243908, 138.131 36.007)))"
F016221,Itoigawa-Shizuoka-kozosen fault zone (Northern segment),BrownianPTProcess,"BPT(mu=1000.0,t0=1317.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((137.957 36.355, 137.8927501856178 36.53195059549243, 137.9298781276424 36.54069432174889, 137.9941279420246 36.36374372625647, 137.957 36.355)), ((137.994 36.364, 137.9313100052282 36.53663472730968, 138.0063440772724 36.5543034017873, 138.0690340720442 36.38166867447762, 137.994 36.364)), ((137.893 36.533, 137.8981169823595 36.65073936301788, 137.9368649958406 36.64965212453909, 137.9317480134811 36.53191276152121, 137.893 36.533)), ((137.932 36.537, 137.9366875545468 36.64485285161943, 138.0149907207926 36.64265584062002, 138.0103031662458 36.53480298900058, 137.932 36.537)), ((137.898 36.651, 137.9579108915344 36.79138777569911, 137.9946482969191 36.7812966421788, 137.9347374053847 36.64090886647969, 137.898 36.651)), ((137.937 36.645, 137.9950908839805 36.78113360067792, 138.0693213286272 36.76074218538759, 138.0112304446467 36.62460858470967, 137.937 36.645)))"
F000401,Mashike-sanchi-toen fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((141.878 43.891, 141.6378353828542 43.34207311376716, 141.4863522581194 43.37649338899899, 141.7265168752652 43.92542027523183, 141.878 43.891)))"
F000402,Numata-Sunagawa-area fault zone,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((141.954 43.491, 141.954 43.85072864236749, 142.1117786412143 43.85072864236749, 142.1117786412143 43.491, 141.954 43.491)))"
F007801,Kanbayashigawa fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((135.518 35.427, 135.2406321216077 35.27966361222754, 135.2389491153596 35.28176733518883, 135.5163169937519 35.42910372296129, 135.518 35.427)))"
F007802,Mitoke fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((135.489 35.213, 135.1661125564761 35.26955435078632, 135.1667568627417 35.27200981108047, 135.4896443062656 35.21545546029416, 135.489 35.213)))"
F007803,Kyoto-Nishiyama fault zone,BrownianPTProcess,"BPT(mu=3500.0,t0=2400.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((135.667 35.033, 135.3771601903482 35.16132173825447, 135.3788012310551 35.16380688508464, 135.6686410407069 35.03548514683017, 135.667 35.033)), ((135.656 35.034, 135.6491003897003 34.87222072257085, 135.5093909473968 34.8762154918235, 135.5162905576966 35.03799476925265, 135.656 35.034)))"
F010336,Muikamachi fault zone (Northern part) Case 2,BrownianPTProcess,"BPT(mu=3200.0,t0=13.0,alph=0.24)",CharacteristicMag,CHAR(mag=6.6),MultiPlaneShape,"MULTIPOLYGON (((138.976 37.4, 138.8417986413087 37.2123306616782, 138.7279109240659 37.26372684479447, 138.8621122827572 37.45139618311627, 138.976 37.4)))"
F010335,Muikamachi fault zone (Northern part) Case 1,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((139.02 37.38, 138.885834439946 37.19233066167821, 138.7719771026123 37.24372684479447, 138.9061426626663 37.43139618311628, 139.02 37.38)))"
